Company Name,Symbol,SERIES
D. P. Abhushan Limited,DPABHUSHAN,EQ
DPSC Limited,DPSCLTD,EQ
D P Wires Limited,DPWIRES,EQ
Dr Agarwals Eye Hospital Limited,DRAGARWQ,EQ
DRC Systems India Limited,DRCSYSTEMS,EQ
Dreamfolks Services Limited,DREAMFOLKS,EQ
Dredging Corporation of India Limited,DREDGECORP,EQ
Dr. Reddy's Laboratories Limited,DRREDDY,EQ
DCM Shriram Fine Chemicals Limited,DSFCL,EQ
Dynacons Systems & Solutions Limited,DSSL,EQ
Dhunseri Tea & Industries Limited,DTIL,EQ
Ducon Infratechnologies Limited,DUCON,BE
Dhunseri Ventures Limited,DVL,EQ
Dwarikesh Sugar Industries Limited,DWARKESH,EQ
Dynamic Cables Limited,DYCL,EQ
Dynamatic Technologies Limited,DYNAMATECH,EQ
Dynemic Products Limited,DYNPRO,EQ
E2E Networks Limited,E2E,BE
Easy Trip Planners Limited,EASEMYTRIP,EQ
Eastern Silk Industries Limited,EASTSILK,BE
GNG Electronics Limited,EBGNG,EQ
eClerx Services Limited,ECLERX,EQ
Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,EQ
Edelweiss Financial Services Limited,EDELWEISS,EQ
Educomp Solutions Limited,EDUCOMP,BZ
EFC (I) Limited,EFCIL,EQ
Eicher Motors Limited,EICHERMOT,EQ
EID Parry India Limited,EIDPARRY,EQ
Enviro Infra Engineers Limited,EIEL,EQ
Euro India Fresh Foods Limited,EIFFL,EQ
EIH Associated Hotels Limited,EIHAHOTELS,EQ
EIH Limited,EIHOTEL,EQ
Eimco Elecon (India) Limited,EIMCOELECO,EQ
Everest Kanto Cylinder Limited,EKC,EQ
Elantas Beck India Limited,ELANTAS,EQ
EL CID Investments Limited,ELCIDIN,EQ
Eldeco Housing And Industries Limited,ELDEHSG,EQ
Elecon Engineering Company Limited,ELECON,EQ
Electrosteel Castings Limited,ELECTCAST,EQ
Electrotherm (India) Limited,ELECTHERM,EQ
Elgi Equipments Limited,ELGIEQUIP,EQ
Elgi Rubber Company Limited,ELGIRUBCO,EQ
Elin Electronics Limited,ELIN,EQ
Elitecon International Limited,ELITECON,EQ
Ellenbarrie Industrial Gases Limited,ELLEN,EQ
Elpro International Limited,ELPROINTL,EQ
Emami Limited,EMAMILTD,EQ
Emami Paper Mills Limited,EMAMIPAP,EQ
Emami Realty Limited,EMAMIREAL,BE
Embassy Developments Limited,EMBDL,BE
Emcure Pharmaceuticals Limited,EMCURE,EQ
Electronics Mart India Limited,EMIL,EQ
Emkay Global Financial Services Limited,EMKAY,EQ
Emmbi Industries Limited,EMMBI,EQ
Emmvee Photovoltaic Power Limited,EMMVEE,EQ
Empower India Limited,EMPOWER,BE
EMS Limited,EMSLIMITED,EQ
eMudhra Limited,EMUDHRA,EQ
Endurance Technologies Limited,ENDURANCE,EQ
Energy Development Company Limited,ENERGYDEV,EQ
Engineers India Limited,ENGINERSIN,EQ
Entertainment Network (India) Limited,ENIL,EQ
Siemens Energy India Limited,ENRIN,EQ
Entero Healthcare Solutions Limited,ENTERO,EQ
EPACK Durable Limited,EPACK,EQ
EPack Prefab Technologies Limited,EPACKPEB,EQ
Epigral Limited,EPIGRAL,EQ
EPL Limited,EPL,EQ
Equippp Social Impact Technologies Limited,EQUIPPP,BE
Equitas Small Finance Bank Limited,EQUITASBNK,EQ
Eris Lifesciences Limited,ERIS,EQ
Esab India Limited,ESABINDIA,EQ
ESAF Small Finance Bank Limited,ESAFSFB,EQ
Escorts Kubota Limited,ESCORTS,EQ
Essar Shipping Limited,ESSARSHPNG,EQ
Integra Essentia Limited,ESSENTIA,EQ
Ester Industries Limited,ESTER,EQ
ETERNAL LIMITED,ETERNAL,EQ
Ethos Limited,ETHOSLTD,EQ
Eureka Forbes Limited,EUREKAFORB,EQ
Euro Panel Products Limited,EUROBOND,EQ
Euro Pratik Sales Limited,EUROPRATIK,EQ
Eurotex Industries and Exports Limited,EUROTEXIND,EQ
Eveready Industries India Limited,EVEREADY,EQ
Everest Industries Limited,EVERESTIND,EQ
Excel Industries Limited,EXCELINDUS,EQ
Excelsoft Technologies Limited,EXCELSOFT,EQ
Exicom Tele-Systems Limited,EXICOM,EQ
Exide Industries Limited,EXIDEIND,EQ
Expleo Solutions Limited,EXPLEOSOL,EQ
Exxaro Tiles Limited,EXXARO,EQ
Fabtech Technologies Limited,FABTECH,EQ
Fertilizers and Chemicals Travancore Limited,FACT,EQ
Fairchem Organics Limited,FAIRCHEMOR,EQ
Faze Three Limited,FAZE3Q,BE
Fineotex Chemical Limited,FCL,EQ
Future Consumer Limited,FCONSUMER,BZ
FCS Software Solutions Limited,FCSSOFT,BE
FDC Limited,FDC,EQ
Fedders Holding Limited,FEDDERSHOL,EQ
The Federal Bank  Limited,FEDERALBNK,EQ
Fedbank Financial Services Limited,FEDFINA,EQ
Future Enterprises Limited,FEL,BZ
Future Enterprises Limited,FELDVR,BZ
Fermenta Biotech Limited,FERMENTA,EQ
Fiberweb (India) Limited,FIBERWEB,BE
Fiem Industries Limited,FIEMIND,EQ
Filatex India Limited,FILATEX,EQ
Filatex Fashions Limited,FILATFASH,BE
Finolex Cables Limited,FINCABLES,EQ
Fine Organic Industries Limited,FINEORG,EQ
Finkurve Financial Services Limited,FINKURVE,EQ
Fino Payments Bank Limited,FINOPB,EQ
Finolex Industries Limited,FINPIPE,EQ
Brainbees Solutions Limited,FIRSTCRY,EQ
Fischer Medical Ventures Limited,FISCHER,EQ
Five-Star Business Finance Limited,FIVESTAR,EQ
Flair Writing Industries Limited,FLAIR,EQ
Flexituff Ventures International Limited,FLEXITUFF,EQ
Future Lifestyle Fashions Limited,FLFL,BZ
Gujarat Fluorochemicals Limited,FLUOROCHEM,EQ
Federal-Mogul Goetze (India) Limited.,FMGOETZE,EQ
Future Market Networks Limited,FMNL,EQ
Focus Lighting and Fixtures Limited,FOCUS,EQ
Foods & Inns Limited,FOODSIN,EQ
FORCE MOTORS LTD,FORCEMOT,EQ
Fortis Healthcare Limited,FORTIS,EQ
Foseco India Limited,FOSECOIND,EQ
Fractal Analytics Limited,FRACTAL,EQ
Frontier Springs Limited,FRONTSP,EQ
Firstsource Solutions Limited,FSL,EQ
Fusion Finance Limited,FUSION,EQ
Gabriel India Limited,GABRIEL,EQ
Gujarat Ambuja Exports Limited,GAEL,EQ
GAIL (India) Limited,GAIL,EQ
Gala Precision Engineering Limited,GALAPREC,EQ
Galaxy Surfactants Limited,GALAXYSURF,EQ
Gallantt Ispat Limited,GALLANTT,EQ
Gandhar Oil Refinery (India) Limited,GANDHAR,EQ
Gandhi Special Tubes Limited,GANDHITUBE,EQ
Ganesha Ecosphere Limited,GANECOS,EQ
Ganesh Benzoplast Limited,GANESHBE,EQ
Ganesh Consumer Products Limited,GANESHCP,EQ
GANESH HOUSING LIMITED,GANESHHOU,EQ
Ganga Forging Limited,GANGAFORGE,EQ
Ganges Securities Limited,GANGESSECU,EQ
Garware Technical Fibres Limited,GARFIBRES,EQ
Garuda Construction and Engineering Limited,GARUDA,EQ
GACM Technologies Limited,GATECH,EQ
GACM Technologies Limited,GATECHDVR,EQ
Gateway Distriparks Limited,GATEWAY,EQ
Gaudium IVF and Women Health Limited,GAUDIUMIVF,BE
Gayatri Highways Limited,GAYAHWS,EQ
Gayatri Projects Limited,GAYAPROJ,BE
Gretex Corporate Services Limited,GCSL,EQ
GeeCee Ventures Limited,GEECEE,EQ
Geekay Wires Limited,GEEKAYWIRE,EQ
Gem Aromatics Limited,GEMAROMA,BE
Generic Engineering Construction and Projects Limited,GENCON,EQ
Genesys International Corporation Limited,GENESYS,EQ
Gensol Engineering Limited,GENSOL,BZ
Genus Paper & Boards Limited,GENUSPAPER,EQ
Genus Power Infrastructures Limited,GENUSPOWER,EQ
Geojit Financial Services Limited,GEOJITFSL,EQ
The Great Eastern Shipping Company Limited,GESHIP,EQ
GFL Limited,GFLLIMITED,EQ
Grand Foundry Limited,GFSTEELS,BE
GHCL Limited,GHCL,EQ
GHCL Textiles Limited,GHCLTEXTIL,EQ
GIC Housing Finance Limited,GICHSGFIN,EQ
Globe International Carriers Limited,GICL,EQ
General Insurance Corporation of India,GICRE,EQ
Gillanders Arbuthnot & Company Limited,GILLANDERS,EQ
Gillette India Limited,GILLETTE,EQ
Ginni Filaments Limited,GINNIFILA,EQ
Gujarat Industries Power Company Limited,GIPCL,EQ
GK Energy Limited,GKENERGY,EQ
Gujarat Kidney And Super Speciality Limited,GKSL,EQ
GKW Limited,GKWLIMITED,EQ
Gland Pharma Limited,GLAND,EQ
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,EQ
Glenmark Pharmaceuticals Limited,GLENMARK,EQ
Gujarat Lease Financing Limited,GLFL,BE
Global Education Limited,GLOBAL,EQ
Globale Tessile Limited,GLOBALE,BE
Global Vectra Helicorp Limited,GLOBALVECT,EQ
GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,EQ
Globe Civil Projects Limited,GLOBECIVIL,BE
Globus Spirits Limited,GLOBUSSPR,EQ
Gloster Limited,GLOSTERLTD,EQ
Glottis Limited,GLOTTIS,EQ
GM Breweries Limited,GMBREW,EQ
Gujarat Mineral Development Corporation Limited,GMDCLTD,EQ
GMM Pfaudler Limited,GMMPFAUDLR,EQ
GMR AIRPORTS LIMITED,GMRAIRPORT,EQ
GMR Power and Urban Infra Limited,GMRP&UI,EQ
GNA Axles Limited,GNA,EQ
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,EQ
Gujarat Natural Resources Limited,GNRL,EQ
Goa Carbon Limited,GOACARBON,EQ
GOCL Corporation Limited,GOCLCORP,EQ
Go Fashion (India) Limited,GOCOLORS,EQ
Godavari Biorefineries Limited,GODAVARIB,EQ
Godfrey Phillips India Limited,GODFRYPHLP,EQ
Go Digit General Insurance Limited,GODIGIT,EQ
Godrej Agrovet Limited,GODREJAGRO,EQ
Godrej Consumer Products Limited,GODREJCP,EQ
Godrej Industries Limited,GODREJIND,EQ
Godrej Properties Limited,GODREJPROP,EQ
Gokaldas Exports Limited,GOKEX,EQ
Gokul Refoils and Solvent Limited,GOKUL,EQ
Gokul Agro Resources Limited,GOKULAGRO,EQ
Golden Tobacco Limited,GOLDENTOBC,BZ
Goldiam International Limited,GOLDIAM,EQ
AION-TECH SOLUTIONS LIMITED,GOLDTECH,EQ
Goodluck India Limited,GOODLUCK,EQ
Goodyear India Limited,GOODYEAR,EQ
Gopal Snacks Limited,GOPAL,EQ
Goyal Aluminiums Limited,GOYALALUM,EQ
Godawari Power And Ispat limited,GPIL,EQ
Gujarat Pipavav Port Limited,GPPL,EQ
GPT Healthcare Limited,GPTHEALTH,EQ
GPT Infraprojects Limited,GPTINFRA,EQ
Grand Oak Canyons Distillery Limited,GRANDOAK,EQ
Granules India Limited,GRANULES,EQ
Graphite India Limited,GRAPHITE,EQ
Grasim Industries Limited,GRASIM,EQ
Grauer & Weil India Limited,GRAUWEIL,EQ
Graviss Hospitality Limited,GRAVISSHO,EQ
Gravita India Limited,GRAVITA,EQ
Greaves Cotton Limited,GREAVESCOT,EQ
Greenlam Industries Limited,GREENLAM,EQ
Greenpanel Industries Limited,GREENPANEL,EQ
Greenply Industries Limited,GREENPLY,EQ
Orient Green Power Company Limited,GREENPOWER,EQ
Grindwell Norton Limited,GRINDWELL,EQ
G R Infraprojects Limited,GRINFRA,EQ
GRM Overseas Limited,GRMOVER,EQ
The Grob Tea Company Limited,GROBTEA,EQ
Billionbrains Garage Ventures Limited,GROWW,EQ
GRP Limited,GRPLTD,EQ
Garden Reach Shipbuilders & Engineers Limited,GRSE,EQ
Garware Hi-Tech Films Limited,GRWRHITECH,EQ
Gujarat State Fertilizers & Chemicals Limited,GSFC,EQ
Global Surfaces Limited,GSLSU,EQ
GSP Crop Science Limited,GSPCROP,EQ
Gujarat State Petronet Limited,GSPL,EQ
GSS Infotech Limited,GSS,BE
G-TEC JAINX EDUCATION LIMITED,GTECJAINX,EQ
GTL Limited,GTL,BE
GTL Infrastructure Limited,GTLINFRA,EQ
GTPL Hathway Limited,GTPL,EQ
Gufic Biosciences Limited,GUFICBIO,EQ
Gujarat Alkalies and Chemicals Limited,GUJALKALI,EQ
Gujarat Apollo Industries Limited,GUJAPOLLO,EQ
Gujarat Gas Limited,GUJGASLTD,EQ
Gujarat Raffia Industries Limited,GUJRAFFIA,EQ
Gujarat Themis Biosyn Limited,GUJTHEM,EQ
Gulf Oil Lubricants India Limited,GULFOILLUB,EQ
GP Petroleums Limited,GULFPETRO,EQ
Gulshan Polyols Limited,GULPOLY,EQ
GVK Power & Infrastructure Limited,GVKPIL,BE
GE Power India Limited,GVPIL,BE
GVP Infotech Limited,GVPTECH,EQ
GE Vernova T&D India Limited,GVT&D,EQ
Hindustan Aeronautics Limited,HAL,EQ
Halder Venture Limited,HALDER,EQ
Haldyn Glass Limited,HALDYNGL,EQ
HALEOS LABS LIMITED,HALEOSLABS,EQ
Happiest Minds Technologies Limited,HAPPSTMNDS,EQ
Happy Forgings Limited,HAPPYFORGE,EQ
Hardwyn India Limited,HARDWYN,EQ
Hariom Pipe Industries Limited,HARIOMPIPE,EQ
Harrisons  Malayalam Limited,HARRMALAYA,EQ
Harsha Engineers International Limited,HARSHA,EQ
Hathway Cable & Datacom Limited,HATHWAY,EQ
Hatsun Agro Product Limited,HATSUN,EQ
Havells India Limited,HAVELLS,EQ
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,BE
Hawkins Cookers Limited,HAWKINCOOK,EQ
HB Estate Developers Limited,HBESD,EQ
HBL Engineering Limited,HBLENGINE,EQ
HB Stockholdings Limited,HBSL,BE
Hindustan Construction Company Limited,HCC,EQ
Healthcare Global Enterprises Limited,HCG,EQ
HCL Infosystems Limited,HCL-INSYS,EQ
HCL Technologies Limited,HCLTECH,EQ
HDB Financial Services Limited,HDBFS,EQ
HDFC Asset Management Company Limited,HDFCAMC,EQ
HDFC Bank Limited,HDFCBANK,EQ
HDFC Life Insurance Company Limited,HDFCLIFE,EQ
Housing Development and Infrastructure Limited,HDIL,BZ
Heads UP Ventures Limited,HEADSUP,EQ
Health X Platform Limited,HEALTHX,EQ
HEC Infra Projects Limited,HECPROJECT,EQ
HEG Limited,HEG,EQ
HeidelbergCement India Limited,HEIDELBERG,EQ
Hemisphere Properties India Limited,HEMIPROP,EQ
Heranba Industries Limited,HERANBA,EQ
Heritage Foods Limited,HERITGFOOD,EQ
Hero MotoCorp Limited,HEROMOTOCO,EQ
Hester Biosciences Limited,HESTERBIO,EQ
Hexa Tradex Limited,HEXATRADEX,EQ
Hexaware Technologies Limited,HEXT,EQ
HFCL Limited,HFCL,EQ
H.G. Infra Engineering Limited,HGINFRA,EQ
HandsOn Global Management (HGM) Limited,HGM,EQ
Hinduja Global Solutions Limited,HGS,EQ
Hikal Limited,HIKAL,EQ
Highway Infrastructure Limited,HILINFRA,BE
Hilton Metal Forging Limited,HILTON,EQ
Himatsingka Seide Limited,HIMATSEIDE,EQ
Hindalco Industries Limited,HINDALCO,EQ
Hindustan Composites Limited,HINDCOMPOS,EQ
Hindcon Chemicals Limited,HINDCON,BE
Hindustan Copper Limited,HINDCOPPER,EQ
Hindustan Oil Exploration Company Limited,HINDOILEXP,EQ
Hindustan Petroleum Corporation Limited,HINDPETRO,EQ
Hindustan Unilever Limited,HINDUNILVR,EQ
Hindware Home Innovation Limited,HINDWAREAP,EQ
Hindustan Zinc Limited,HINDZINC,EQ
Hind Rectifiers Limited,HIRECT,EQ
Hisar Metal Industries Limited,HISARMETAL,EQ
Hi-Tech Pipes Limited,HITECH,EQ
Hitech Corporation Limited,HITECHCORP,EQ
The Hi-Tech Gears Limited,HITECHGEAR,BE
HLE Glascoat Limited,HLEGLAS,EQ
HLV LIMITED,HLVLTD,EQ
HMA Agro Industries Limited,HMAAGRO,EQ
HMT Limited,HMT,BZ
Hindustan Media Ventures Limited,HMVL,EQ
Hindustan Foods Limited,HNDFDS,EQ
Home First Finance Company India Limited,HOMEFIRST,EQ
Honasa Consumer Limited,HONASA,EQ
Honeywell Automation India Limited,HONAUT,EQ
Honda India Power Products Limited,HONDAPOWER,EQ
HP Adhesives Limited,HPAL,EQ
Hindprakash Industries Limited,HPIL,EQ
HPL Electric & Power Limited,HPL,EQ
Himadri Speciality Chemical Limited,HSCL,EQ
HT Media Limited,HTMEDIA,EQ
Hubtown Limited,HUBTOWN,EQ
Housing & Urban Development Corporation Limited,HUDCO,EQ
Huhtamaki India Limited,HUHTAMAKI,EQ
Hybrid Financial Services Limited,HYBRIDFIN,EQ
Hyundai Motor India Limited,HYUNDAI,EQ
Indiabulls Limited,IBULLSLTD,EQ
ICDS Limited,ICDSLTD,BE
Ice Make Refrigeration Limited,ICEMAKE,EQ
ICICI Prudential Asset Management Company Limited,ICICIAMC,EQ
ICICI Bank Limited,ICICIBANK,EQ
ICICI Lombard General Insurance Company Limited,ICICIGI,EQ
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,EQ
Indo Count Industries Limited,ICIL,EQ
ICRA Limited,ICRA,EQ
IDBI Bank Limited,IDBI,EQ
Vodafone Idea Limited,IDEA,EQ
Ideaforge Technology Limited,IDEAFORGE,EQ
IDFC First Bank Limited,IDFCFIRSTB,EQ
Indian Energy Exchange Limited,IEX,EQ
IFB Agro Industries Limited,IFBAGRO,EQ
IFB Industries Limited,IFBIND,EQ
IFCI Limited,IFCI,EQ
IFGL Refractories Limited,IFGLEXPOR,EQ
Igarashi Motors India Limited,IGARASHI,EQ
Indogulf Cropsciences Limited,IGCL,EQ
International Gemological Institute Limited,IGIL,EQ
Indraprastha Gas Limited,IGL,EQ
IG Petrochemicals Limited,IGPL,EQ
IIFL Finance Limited,IIFL,EQ
IIFL Capital Services Limited,IIFLCAPS,EQ
Industrial Investment Trust Limited,IITL,EQ
IKIO Technologies Limited,IKIO,EQ
Inventurus Knowledge Solutions Limited,IKS,EQ
IL&FS Engineering and Construction Company Limited,IL&FSENGG,BZ
IL&FS Transportation Networks Limited,IL&FSTRANS,BZ
Imagicaaworld Entertainment Limited,IMAGICAA,EQ
Indian Metals & Ferro Alloys Limited,IMFA,EQ
India Motor Parts and Accessories Limited,IMPAL,EQ
Impex Ferro Tech Limited,IMPEXFERRO,BZ
Insolation Energy Limited,INA,EQ
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,EQ
Indbank Merchant Banking Services Limited,INDBANK,EQ
Indegene Limited,INDGN,EQ
The Indian Hotels Company Limited,INDHOTEL,EQ
The India Cements Limited,INDIACEM,EQ
India Glycols Limited,INDIAGLYCO,EQ
Indiamart Intermesh Limited,INDIAMART,EQ
Indian Bank,INDIANB,EQ
Indian Card Clothing Company Limited,INDIANCARD,EQ
Indian Hume Pipe Company Limited,INDIANHUME,EQ
India Shelter Finance Corporation Limited,INDIASHLTR,EQ
InterGlobe Aviation Limited,INDIGO,EQ
Indigo Paints Limited,INDIGOPNTS,EQ
Indiqube Spaces Limited,INDIQUBE,EQ
India Nippon Electricals Limited,INDNIPPON,EQ
Indo Amines Limited,INDOAMIN,EQ
Indo Borax & Chemicals Limited,INDOBORAX,EQ
Indoco Remedies Limited,INDOCO,EQ
Indo Farm Equipment Limited,INDOFARM,EQ
Indo Rama Synthetics (India) Limited,INDORAMA,EQ
IndoStar Capital Finance Limited,INDOSTAR,EQ
Indo Tech Transformers Limited,INDOTECH,EQ
Indo Thai Securities Limited,INDOTHAI,EQ
Indo Us Biotech Limited,INDOUS,EQ
Indowind Energy Limited,INDOWIND,EQ
Industrial & Prudential Investment Company Limited,INDPRUD,EQ
Indraprastha Medical Corporation Limited,INDRAMEDCO,EQ
Ind-Swift Laboratories Limited,INDSWFTLAB,EQ
Indian Terrain Fashions Limited,INDTERRAIN,EQ
IndusInd Bank Limited,INDUSINDBK,EQ
Indus Towers Limited,INDUSTOWER,EQ
InfoBeans Technologies Limited,INFOBEAN,EQ
Infomedia Press Limited,INFOMEDIA,EQ
Infosys Limited,INFY,EQ
Ingersoll Rand (India) Limited,INGERRAND,EQ
Innova Captab Limited,INNOVACAP,EQ
Innovana Thinklabs Limited,INNOVANA,EQ
Innovision Limited,INNOVISION,EQ
Inox Green Energy Services Limited,INOXGREEN,EQ
INOX India Limited,INOXINDIA,EQ
Inox Wind Limited,INOXWIND,EQ
Insecticides (India) Limited,INSECTICID,EQ
Inspirisys Solutions Limited,INSPIRISYS,BE
Intellect Design Arena Limited,INTELLECT,EQ
Intense Technologies Limited,INTENTECH,EQ
Interarch Building Solutions Limited,INTERARCH,EQ
International Conveyors Limited,INTLCONV,EQ
Inventure Growth & Securities Limited,INVENTURE,EQ
Investment & Precision Castings Limited,INVPRECQ,EQ
Indian Overseas Bank,IOB,EQ
Indian Oil Corporation Limited,IOC,EQ
IOL Chemicals and Pharmaceuticals Limited,IOLCP,EQ
ION Exchange (India) Limited,IONEXCHANG,EQ
IPCA Laboratories Limited,IPCALAB,EQ
India Pesticides Limited,IPL,EQ
IRB Infrastructure Developers Limited,IRB,EQ
Ircon International Limited,IRCON,EQ
Indian Railway Catering And Tourism Corporation Limited,IRCTC,EQ
Indian Renewable Energy Development Agency Limited,IREDA,EQ
Indian Railway Finance Corporation Limited,IRFC,EQ
IRIS RegTech Solutions Limited,IRIS,EQ
Iris Clothings Limited,IRISDOREME,EQ
IRM Energy Limited,IRMENERGY,EQ
Intrasoft Technologies Limited,ISFT,EQ
Isgec Heavy Engineering Limited,ISGEC,EQ
Ishan Dyes and Chemicals Limited,ISHANCH,EQ
ITC Limited,ITC,EQ
ITC Hotels Limited,ITCHOTELS,EQ
India Tourism Development Corporation Limited,ITDC,EQ
ITI Limited,ITI,EQ
Ivalue Infosolutions Limited,IVALUE,EQ
IL&FS Investment Managers Limited,IVC,EQ
IVP Limited,IVP,EQ
The Indian Wood Products Company Limited,IWP,EQ
Le Travenues Technology Limited,IXIGO,EQ
IZMO Limited,IZMO,BE
The Jammu & Kashmir Bank Limited,J&KBANK,EQ
Jagran Prakashan Limited,JAGRAN,EQ
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,EQ
Jai Balaji Industries Limited,JAIBALAJI,EQ
Jai Corp Limited,JAICORPLTD,EQ
Jain Resource Recycling Limited,JAINREC,EQ
Nandani Creation Limited,JAIPURKURT,EQ
Jamna Auto Industries Limited,JAMNAAUTO,EQ
Jaro Institute of Technology Management and Research Limited,JARO,EQ
Jash Engineering Limited,JASH,EQ
Jayant Agro Organics Limited,JAYAGROGN,EQ
Jay Bharat Maruti Limited,JAYBARMARU,EQ
Jaykay Enterprises Limited,JAYKAY,EQ
Jayaswal Neco Industries Limited,JAYNECOIND,EQ
Jayshree Tea & Industries Limited,JAYSREETEA,EQ
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM,EQ
JBM Auto Limited,JBMA,EQ
Jet Freight Logistics Limited,JETFREIGHT,EQ
J.G.Chemicals Limited,JGCHEM,EQ
JHS Svendgaard Laboratories Limited,JHS,BE
Jindal Photo Limited,JINDALPHOT,EQ
Jindal Poly Films Limited,JINDALPOLY,EQ
Jindal Saw Limited,JINDALSAW,EQ
JINDAL STEEL LIMITED,JINDALSTEL,EQ
Jindal Drilling And Industries Limited,JINDRILL,EQ
Jindal Worldwide Limited,JINDWORLD,EQ
Jio Financial Services Limited,JIOFIN,EQ
Jain Irrigation Systems Limited,JISLDVREQS,EQ
Jain Irrigation Systems Limited,JISLJALEQS,EQ
JITF Infralogistics Limited,JITFINFRA,BE
JK Cement Limited,JKCEMENT,EQ
J.Kumar Infraprojects Limited,JKIL,EQ
Jinkushal Industries Limited,JKIPL,BE
JK Lakshmi Cement Limited,JKLAKSHMI,EQ
JK Paper Limited,JKPAPER,EQ
JK Tyre & Industries Limited,JKTYRE,EQ
Jupiter Life Line Hospitals Limited,JLHL,EQ
Jullundur Motor Agency (Delhi) Limited,JMA,EQ
JM Financial Limited,JMFINANCIL,EQ
JNK India Limited,JNKINDIA,EQ
Jocil Limited,JOCIL,EQ
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,EQ
Jaiprakash Power Ventures Limited,JPPOWER,EQ
Jana Small Finance Bank Limited,JSFB,EQ
Jindal Stainless Limited,JSL,EQ
Jeena Sikho Lifecare Limited,JSLL,EQ
JSW Cement Limited,JSWCEMENT,EQ
JSW Dulux Limited,JSWDULUX,EQ
JSW Energy Limited,JSWENERGY,EQ
JSW Holdings Limited,JSWHL,EQ
JSW Infrastructure Limited,JSWINFRA,EQ
JSW Steel Limited,JSWSTEEL,EQ
Jtekt India Limited,JTEKTINDIA,EQ
JTL INDUSTRIES LIMITED,JTLIND,EQ
Jubilant Agri and Consumer Products Limited,JUBLCPL,EQ
Jubilant Foodworks Limited,JUBLFOOD,EQ
Jubilant Ingrevia Limited,JUBLINGREA,EQ
Jubilant Pharmova Limited,JUBLPHARMA,EQ
Juniper Hotels Limited,JUNIPER,EQ
Just Dial Limited,JUSTDIAL,EQ
Jupiter Wagons Limited,JWL,EQ
Jyothy Labs Limited,JYOTHYLAB,EQ
Jyoti CNC Automation Limited,JYOTICNC,EQ
Jyoti Structures Limited,JYOTISTRUC,EQ
Kabra Extrusion Technik Limited,KABRAEXTRU,EQ
Kajaria Ceramics Limited,KAJARIACER,EQ
Kakatiya Cement Sugar & Industries Limited,KAKATCEM,BE
Sai Silks (Kalamandir) Limited,KALAMANDIR,EQ
Kalpataru Limited,KALPATARU,EQ
Kalyani Commercials Limited,KALYANI,BE
Kalyani Forge Limited,KALYANIFRG,EQ
Kalyan Jewellers India Limited,KALYANKJIL,EQ
Kama Holdings Limited,KAMAHOLD,EQ
Kamat Hotels (I) Limited,KAMATHOTEL,EQ
Kamdhenu Limited,KAMDHENU,EQ
Kamdhenu Ventures Limited,KAMOPAINTS,BE
Kanani Industries Limited,KANANIIND,EQ
Kanchi Karpooram Limited,KANCHI,BE
Kanoria Chemicals & Industries Limited,KANORICHEM,EQ
Kanpur Plastipack Limited,KANPRPLA,EQ
Kansai Nerolac Paints Limited,KANSAINER,EQ
Kapston Services Limited,KAPSTON,EQ
Karma Energy Limited,KARMAENG,EQ
Karur Vysya Bank Limited,KARURVYSYA,EQ
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,EQ
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,BE
Kaya Limited,KAYA,EQ
Kaynes Technology India Limited,KAYNES,EQ
KCP Limited,KCP,EQ
KCP Sugar and Industries Corporation Limited,KCPSUGIND,EQ
KDDL Limited,KDDL,EQ
KEC International Limited,KEC,EQ
Kirloskar Electric Company Limited,KECL,BE
DSJ Keep Learning Limited,KEEPLEARN,EQ
KEI Industries Limited,KEI,EQ
Kellton Tech Solutions Limited,KELLTONTEC,EQ
Kennametal India Limited,KENNAMET,EQ
Kernex Microsystems (India) Limited,KERNEX,EQ
Kesoram Industries Limited,KESORAMIND,EQ
Keynote Financial Services Limited,KEYFINSERV,EQ
Kfin Technologies Limited,KFINTECH,EQ
Khadim India Limited,KHADIM,EQ
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,BE
Khaitan (India) Limited,KHAITANLTD,BE
Khandwala Securities Limited,KHANDSE,EQ
Kalyani Investment Company Limited,KICL,EQ
Kilitch Drugs (India) Limited,KILITCH,EQ
Krishna Institute of Medical Sciences Limited,KIMS,EQ
Kingfa Science & Technology (India) Limited,KINGFA,EQ
KIOCL Limited,KIOCL,EQ
Kiran Vyapar Limited,KIRANVYPAR,EQ
Kiri Industries Limited,KIRIINDUS,EQ
Kirloskar Ferrous Industries Limited,KIRLFER,EQ
Kirloskar Brothers Limited,KIRLOSBROS,EQ
Kirloskar Oil Engines Limited,KIRLOSENG,EQ
Kirloskar Industries Limited,KIRLOSIND,EQ
